Id,Name,Address,City,State,ZIP,Phone,Type
420730968067,INTERNISTS ASSOCIATED,105 CHESTNUT ST,NEEDHAM,MA,024922520,7814449080,12-70
971623108443,GOOD SHEPHERD COMMUNITY CARE,160 WELLS AVENUE,NEWTON,MA,024593302,6179696130,00-08
297359629497,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,024943238,7814533000,00-09
145571853872,MARIAN MANOR,130 DORCHESTER STREET,SOUTH BOSTON,MA,021272642,6172683333,00-18
141991996729,SOUTH BOSTON COMMUNITY HEALTH CENTER INC,409 W BROADWAY,SOUTH BOSTON,MA,021272245,6172697500,12-70
252897613695,TUFTS MEDICAL CENTER  INC,750 WASHINGTON ST,BOSTON,MA,021111552,6176365442,00-09
145172351539,HEALTHFIRST FAMILY CARE CENTER INC,387 QUARRY ST,FALL RIVER,MA,027231026,5086798111,00-04
716537981401,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,027473826,5089715190,12-Z1
445209655825,BARRINGTON URGENT CARE PC,381 WICKENDEN ST,ATTLEBORO,MA,027032247,4014337550,12-70
711311108583,KINDRED AT HOME,275 MARTINE STREET  SUITE 104,FALL RIVER,MA,027231500,5086720675,00-06
353960718602,MIDDLESEX INTERNAL MEDICINE ASSOCIATES  INC,28 LORD RD,MARLBOROUGH,MA,017524549,5084857660,12-70
538598935845,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,201 HIGHLAND ST,CLINTON,MA,015101037,9783683000,00-09
299712303763,EVEREST HEALTH CARE SPECIALISTS PLLC,142 LAKE ST,ARLINGTON,MA,024764738,7817772320,12-70
965866559439,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN ST,CAMBRIDGE,MA,021385502,6174923500,00-09
584702271257,EDEN HOME HEALTH CARE LLC,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,7812025401,12-70
324571202566,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,6174690300,00-09
536543498226,BETH ISRAEL LAHEY HEALTH AT HOME,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,9789212615,00-06
654319547739,ENGRACE HEALTHCARE PRACTICE LLC,1223 BEACON ST STE A,BROOKLINE,MA,024465332,6177391122,12-70
730927305905,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,1575 CAMBRIDGE ST,CAMBRIDGE,MA,021384308,6178764344,00-09
923946869624,ART OF CARE INC,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,6177877799,00-06
345187906908,MANET COMMUNITY HEALTH CENTER  INC.,1193 SEA ST,QUINCY,MA,021693544,6174718683,00-04
784733839438,DANA FARBER CANCER INSTITUTE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,6176323000,00-09
355449781744,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,6178939901,12-70
874040431509,FATHER BILL'S PLACE,38 BROAD STREET,QUINCY,MA,021694604,8576541706,00-04
164259104484,SOUTH COVE MANOR NURSING & REHABILITATION CENTER,288 WASHINGTON STREET,QUINCY,MA,021695523,6174230590,00-18
552220717639,CITY OF SPRINGFIELD,311 STATE STREET,SPRINGFIELD,MA,011051140,4137876456,00-04
120026906832,THE SHRINERS HOSPITAL FOR CHILDREN,516 CAREW ST,SPRINGFIELD,MA,011042330,4137872000,00-09
253294785495,BEACON HOSPICE  AN AMYEDISYS COMPANY,815 WORCESTER STREET,SPRINGFIELD,MA,011511001,4132051229,00-08
146189398255,MEDICAL EXPRESS URGENT CARE CENTER CO INC,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,4137811100,12-70
756479633024,PLYMOUTH CARVER PRIMARY CARE  P.C.,110 LONG POND RD,PLYMOUTH,MA,023602642,5087467272,12-70
909668755131,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,275 SANDWICH ST,PLYMOUTH,MA,023607761,5087462000,00-09
976328363069,LIFE CARE CENTER OF PLYMOUTH,94 OBERY STREET,PLYMOUTH,MA,023602130,5087479800,00-18
612320951834,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,275 SANDWICH ST,PLYMOUTH,MA,023602183,5087462000,00-09
694888258020,WHITTIER REHABILTATION HOSPITAL,150 FLANDERS ROAD,LYNN,MA,019042915,5088712063,00-09
172406831934,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,7815962502,00-04
334611853539,PRIMARY CARE NORTH PC,225 BOSTON ST,LYNN,MA,019043124,7815959581,12-70
434985669046,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,021522715,6176388000,00-09
561076464093,PARTNERS IN INTERNAL MEDICINE PC,123 SUMMER ST,WORCESTER,MA,01608,5083637300,12-70
397168200323,VHS ACQUISITION SUBSIDIARY NUMBER 7 INC,123 SUMMER ST,WORCESTER,MA,016081216,5083636211,00-09
385067477350,CAREWELL URGENT CARE CENTERS OF MA  PC,484 RTE 134,WORCESTER,MA,016071728,5086947901,12-70
981065296469,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,016102177,5083635000,00-09
163348640885,ST FRANCIS REHABILITATION & NURSING CENTER,101 PLANTATION STREET,WORCESTER,MA,016043025,5087558605,00-18
664146202744,WHITLEY WELLNESS LLC,8 SHIPWAY PL # C-8,CHARLESTOWN,MA,021294301,3254399799,12-70
459275900797,CHELSEA JEWISH VISITING NURSE AGENCY,123 CAPTAIN'S ROW,CHELSEA,MA,021504019,6178870826,00-06
967450568826,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2 REHABILITATION WAY,WOBURN,MA,018016003,7819355050,00-09
221035455223,CLARITY HEALTH & WELLNESS LLC,131 CAMBRIDGE ST STE 1,BURLINGTON,MA,018033711,7812652572,12-70
782950701396,MASS GENERAL BRIGHAM URGENT CARE LLC,1285 BEACON ST,WOBURN,MA,018012157,6177516205,12-70
411310174403,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,6174721333,00-06
410770104499,NORTHEAST PROFESSIONAL REGISTRY OF NURSES  INC.,600 CUMMINGS CTR STE 270X,WOBURN,MA,018013200,9789212615,00-08
450820515806,CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR,100 OLD BILLERICA RD,BEDFORD,MA,017301267,7812758700,00-18
817432370332,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,DEDHAM,MA,020266146,6177545800,00-09
211241975553,GREATER BOSTON WELLNESS PRIMARY CARE PC,200 PROVIDENCE HWY,DEDHAM,MA,020261881,7814610660,12-70
122737623501,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,7812349660,00-18
386816377591,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,2038850808,12-70
664651236532,WALPOLE MEDICAL CENTER  PC,1428 MAIN ST STE 7,WALPOLE,MA,020811729,5086686600,12-70
796643664888,SEASONS HOSPICE & PALLIATIVE CARE OF MASS LLC,1 EDGEWATER DRIVE  SUITE 103,NORWOOD,MA,020624669,8666709449,00-08
811383456471,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,020623489,7817694000,00-09
409331527509,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,7817692950,00-09
315568786961,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,7812784120,12-Z1
336033187634,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,4017662700,12-70
657811258425,160 MAIN STREET OPERATOR LLC,160 MAIN STREET,WALPOLE,MA,020814037,(508) 660-3080,00-18
517771165134,CAPE COD HEALTHCARE PHYSICIANS,1030 FALMOUTH RD,SOUTH YARMOUTH,MA,026641218,5087784777,12-70
352900911003,NEW BEDFORD INTERNAL MEDICINE & GERIATRICS  LLC,726 COUNTY ST,NORTH DARTMOUTH,MA,027473603,5089845671,12-70
380924748629,NORTHEAST BEHAVIORAL HEALTH LLC,581 FAUNCE CORNER RD,DARTMOUTH,MA,027471242,5082079800,00-09
269032342566,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,5089966763,00-18
353341103675,SIGNATURE HEALTHCARE MEDICAL GROUP INC,680 CENTRE ST,WEST BRIDGEWATER,MA,023791600,5089417000,12-70
329043339739,BROCKTON HOSPITAL  INC.,680 CENTRE ST,BROCKTON,MA,023023308,5089417000,00-09
346466929265,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,023023949,5085835834,00-18
674433422475,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,170 MORTON ST,BOSTON,MA,021303735,6179830351,00-04
909408603999,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,6175228110,00-09
215425449694,HARVARD STREET NEIGHBORHOOD HEALTH CENTER,632 BLUE  HILL AVENUE,DORCHESTER,MA,021213213,6178253400,00-04
935300400384,MELROSE INTERNAL MEDICINE ASSOC PC,50 ROWE ST,MELROSE,MA,021763201,7819793800,12-70
775201473663,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,7819793050,00-09
888667641280,CROWN HOME HEALTHCARE MA  INC,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,7812153815,00-06
167740372526,DAVIS SQUARE FAMILY PRACTICE,260 ELM ST,SOMERVILLE,MA,021442951,6176669577,12-70
203442665262,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,6176651000,00-09
747929389482,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021452935,6176651000,00-09
196972686654,MEDFORD REHABILITATION AND NURSING CENTER,300 WINTHROP STREET,MEDFORD,MA,021552311,7813964400,00-18
228832629994,MEDFORD VISITING NURSING ASSOCIATION,37 BROADWAY,ARLINGTON,MA,024745552,7816436090,00-08
356080898618,SUN MEDICAL CLINIC  PC,50 MEMORIAL DR,LEOMINSTER,MA,014532238,9788400055,12-70
545191903198,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,60 HOSPITAL RD,LEOMINSTER,MA,014533290,9784662000,00-09
704990680123,CIRCLE OF LIFE FAMILY MEDICINE PC,6 GROVE ST,NORWELL,MA,020611534,3394692707,12-70
686228652532,HANOVER FAMILY HEALTH & URGENT CARE PC,1399 WASHINGTON ST,HANOVER,MA,023391653,7818290895,12-70
784047539283,SOUTHWOOD AT NORWELL NURSING CTR,501 CORDWAINER DRIVE,NORWELL,MA,020611630,7819827450,00-18
628845126114,SERENITY HILL NURSING CENTER,655 DEDHAM ST,WRENTHAM,MA,020931135,5083843400,00-18
673702558677,SUNSHINE WELLNESS INC,990 PARADISE RD,SWAMPSCOTT,MA,019071831,6179353609,12-70
240140654522,NORTH SHORE MEDICAL CENTER INC,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,9783542065,00-09
801118328786,UNITING WITH YOU HOME CARE LLC,154 HUMPHREY ST STE 2,SWAMPSCOTT,MA,019072512,7819220137,00-06
375216187652,CARING HEALTHCARE SERVICES LLC,32 BOSSI AVE,RANDOLPH,MA,023682002,6172300787,12-70
542037368679,NEW ENGLAND SINAI HOSPITAL,150 YORK STREET,STOUGHTON,MA,020729105,7813644850,00-09
886219268458,STOUGHTON PUBLIC HEALTH ASSOCIATION,10 PEARL STREET,STOUGHTON,MA,020722364,7813447011,00-06
638398109963,RISE ABOVE WELLNESS HEALTH SERVICES LLC,52 CARPENTER ST,ATTLEBORO,MA,027032472,8572473180,12-70
734485306617,LIFE CARE CENTER OF ATTLEBORO,969 PARK STREET,ATTLEBORO,MA,027035115,5082224182,00-18
935076943754,STURDY MEMORIAL HOSPITAL INC,211 PARK ST,ATTLEBORO,MA,027033143,5082368110,00-09
376412667868,LAKESIDE FAMILY PRACTICE,416 BROADWAY,RAYNHAM,MA,027671737,5088285020,12-70
953419325865,BROCKTON HOSPITAL  INC.,680 CENTRE ST,RAYNHAM,MA,02767,5089417000,00-09
392518857289,LIFE CARE CENTER OF RAYNHAM,546 SOUTH STREET EAST,RAYNHAM,MA,027671079,5088215700,00-18
436642898460,OLD COLONY HOSPICE  INC,321 MANLEY STREET,WEST BRIDGEWATER,MA,023791022,7813414145,00-08
155360722944,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,7816627990,12-70
960374551211,LIFE CARE CENTER OF STONEHAM,25 WOODLAND ROAD,STONEHAM,MA,021801705,7816622545,00-18
599486748057,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,6178846766,00-18
211586840587,MARLBOROUGH HOSPITAL CORP,157 UNION ST,SOUTHBOROUGH,MA,017721215,5084815000,00-09
246665835315,DR. HE'S PRIMARY CARE FOR ADULTS INC,640 BOLTON ST,MARLBOROUGH,MA,017523999,5084810200,12-70
945671703970,RESERVOIR CENTER FOR HEALTH & REHABILITATION  THE,400 BOLTON STREET,MARLBOROUGH,MA,017523912,5084816123,00-18
977547946047,JEWISH FAMILY & CHILDREN'S SERVICE,1430 MAIN ST,WORCESTER,MA,016091121,7816475327,12-70
667628629109,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS LLC,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,015421305,5088926000,00-09
386974746967,OVERLOOK MASONIC HEALTH CENTER,88 MASONIC HOME ROAD,CHARLTON,MA,015071394,5082487344,00-18
265170856482,SOUTH END COMMUNITY HEALTH CENTER INC,1601 WASHINGTON STREET,BOSTON,MA,021181951,6174252000,00-04
499510976978,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 E NEWTON ST,BOSTON,MA,021183553,6176268860,00-09
134347101372,SOUTH COVE COMMUNITY HEALTH CENTER  INC,885 WASHINGTON ST,BOSTON,MA,021111415,6174827555,00-04
582656569353,BOSTON HOME  INC (THE),2049 DORCHESTER AVENUE,BOSTON,MA,021244742,6178253905,00-18
863742510453,CHELSEA JEWISH HOSPICE AND PALLIATIVE CARE,123 CAPTAIN'S ROW,CHELSEA,MA,021504019,6178890779,00-08
484857421526,MELROSE FAMILY OPTICIANS LLC,490 MAIN ST,MELROSE,MA,021763841,7816650897,12-70
643005395710,120 MAIN STREET OPERATOR LLC,120 MAIN ST,MALDEN,MA,021486904,7813245600,00-18
451152324963,CARDIOVASCULAR CENTER AT TUFTS MEDICAL CENTER INC,800 WASHINGTON ST,WORCESTER,MA,016550002,6176365000,12-70
230919485384,LE & CHANG FAMILY URGENT CARE PC,456 PARK AVE,WORCESTER,MA,016101254,5086851517,12-70
140336108347,THE SHRINERS HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,021142699,1617722300,00-09
132187994054,BAYSTATE WING HOSPITAL CORPORATION,40 WRIGHT ST,PALMER,MA,010691138,4132837651,00-09
198318473639,URGENT CARE SPECIALISTS  P.C.,2040 BOSTON RD STE 5,WILBRAHAM,MA,010951380,4135993800,12-70
175212121375,LIFE CARE CENTER OF WILBRAHAM,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,4135963111,00-18
162080639034,LOWELL FAMILY MEDICAL CARE PC,817 MERRIMACK ST,LOWELL,MA,018543548,9784530550,12-70
705600612184,TEWKSBURY HOSPITAL,365 EAST ST,TEWKSBURY,MA,018761950,9788517321,00-09
363282777058,WILLOW MANOR,30 PRINCETON BOULEVARD,LOWELL,MA,018512405,9789548086,00-18
433123182951,URGENT HELP CHELMSFORD PC,45 DRUM HILL RD,CHELMSFORD,MA,018241503,9784467515,12-70
901088180012,ENRICH WELLNESS HEALTH CENTER LLC,950 N MAIN ST STE 203,RANDOLPH,MA,023683064,5088120706,12-70
443674537664,ABBOTT HOME HEALTH CARE  INC,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,7813440344,00-06
550499475061,LAKEVILLE FAMILY MEDICINE PC,5 PRECINCT ST,LAKEVILLE,MA,023471468,5089476666,12-70
576952641888,MORTON HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.,88 WASHINGTON ST,TAUNTON,MA,027802465,5088287881,12-Z1
778298928109,MORTON HOSPITAL,88 WASHINGTON ST,TAUNTON,MA,027802465,5088287000,00-09
272009181848,NORTH END COMMUNITY HEALTH COMMITTEE INC,332 HANOVER STREET,BOSTON,MA,021131901,6176438000,00-04
662227908126,AUBURN PRIMARY CARE AND AESTHETICS,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,5087969211,12-70
734572715069,LYDIA TAFT HOUSE,60 QUAKER HIGHWAY,UXBRIDGE,MA,015691628,5082789500,00-18
516656790996,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,7812746274,12-70
704333640335,CHARLES RIVER COMMUNITY HEALTH  INC,43 FOUNDRY AVE,WALTHAM,MA,024538313,6177830500,00-04
962564688567,FRANCISCAN HOSPITAL FOR CHILDREN INC,30 WARREN ST,BOSTON,MA,021353602,6172543800,00-09
691854260602,SANCTA MARIA NURSING FACILITY,799 CONCORD AVENUE,CAMBRIDGE,MA,021381048,6178682200,00-18
308552321054,PODIATRY HEALTHCARE P.C.,480 MAPLE ST,DANVERS,MA,019234065,9783048403,12-70
385693694495,HALLMARK HEALTH URGENT CARE PHYSICIANS LLC,30 NEW CROSSING RD,READING,MA,018673270,7812801699,12-70
297952591551,GREENWOOD NURSING & REHABILITATION CENTER,90 GREENWOOD STREET,WAKEFIELD,MA,018804039,7812460211,00-18
877168352879,BERKSHIRE INTERNAL MEDICINE LLC,51 S CHURCH ST,PITTSFIELD,MA,012016178,4137688217,12-70
484369166673,BERKSHIRE MEDICAL CENTER INC,725 NORTH ST,PITTSFIELD,MA,012014109,4134472000,00-09
904077646432,HILLCREST COMMONS NURSING & REHABILITATION CENTER,169 VALENTINE ROAD,PITTSFIELD,MA,012013042,4134452300,00-18
797723715264,BL HEALTHCARE INC DELEWARE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,020352878,5085434150,12-70
412909141963,PIONEER VALLEY INTERNAL MEDICINE  PC,15 STRAW AVE,FLORENCE,MA,010621491,4135842333,12-70
712804754373,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,4135822000,00-09
601590429392,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,4135845057,00-18
777996881550,EDWARD M KENNEDY COMMUNITY HEALTH CENTER INC,585 LINCOLN ST,WORCESTER,MA,016051906,5088521805,00-04
697767581258,METROWEST MEDICAL CENTER,115 LINCOLN STREET,WORCESTER,MA,016081216,5083831000,00-09
884479247180,FAMILY PRACTICE GROUP PC,11 WATER ST,ARLINGTON,MA,02476,7816489700,12-70
724006197125,NAPPA FAMILY PRACTICE PC,12 VICTORIA LN,STONEHAM,MA,021802221,0000000000,12-70
979321906979,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES ST,STONEHAM,MA,021803559,6175733089,00-09
927570629710,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,6176365000,00-09
222140555346,COMPASSIONATE CARE HOSPICE,800 CUMMINGS PARK  SUITE 3100,WOBURN,MA,018016355,7819355550,00-08
167077138227,TREE OF LIFE HEALTHCARE ASSOCIATES,101 BARRY RD,WORCESTER,MA,016091275,5087677931,12-70
831816450766,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,189 MAY ST,WORCESTER,MA,016024339,5087916351,00-09
246034271496,ODD FELLOWS HOME OF MASSACHUSETTS,104 RANDOLPH ROAD,WORCESTER,MA,016062465,5088536687,00-18
407255415086,JEWISH HEALTHCARE CENTER INC,629 SALISBURY ST,WORCESTER,MA,016091121,5087988653,00-08
722860230367,NEW ENGLAND FAMILY HEALTH LLC,463 WORCESTER RD,FRAMINGHAM,MA,017015354,5082150015,12-70
933159131168,ST PATRICK'S MANOR,863 CENTRAL STREET,FRAMINGHAM,MA,017014813,5088798000,00-18
421078347244,CHILDREN'S HOSPITAL CORPORATION,300 LONGWOOD AVE,WALTHAM,MA,024532741,6173554831,00-09
901536968393,MARISTHILL NURSING & REHABILITATION CENTER,66 NEWTON STREET,WALTHAM,MA,024536058,7818930240,00-18
340570140607,ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS,199 REEDSDALE RD,WALTHAM,MA,024511433,6176964600,12-Z1
693148977567,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,QUINCY,MA,021691870,6175062000,00-09
577025505981,LAWRENCE GENERAL HOSPITAL,1 GENERAL ST,LAWRENCE,MA,018412961,9786834000,00-09
829918933956,NEW ENGLAND PROFESSIONAL HOME HEALTH CARE LLC,169 LIBERTY ST,MIDDLETON,MA,019491003,(978) 406-1327,12-70
533247966636,SUTTON HILL CENTER,1801 TURNPIKE STREET,NORTH ANDOVER,MA,018456322,9786881212,00-18
574675672085,FAMILY MEDICINE ASSOCIATES,75 SPRINGFIELD RD,WESTFIELD,MA,010851832,4135625173,12-70
389270246619,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,010851801,4135624131,00-09
957848689354,OVERLOOK HOSPICE SERVICES,88 MASONIC HOME ROAD  DAVENPORT BLDG  2ND FL,WEST SPRINGFIELD,MA,010891357,5087651515,00-08
767698355001,FAMILY DOCTORS  LLC,250 PARADISE RD,SWAMPSCOTT,MA,01907,7815962000,12-70
948152737358,COMPASSUS - GREATER WESTERN MASSACHUSETTS,19 MIDSTATE DRIVE  SUITE 130,AUBURN,MA,015011856,5088452379,00-08
617928375807,312 MILLBURY AVENUE OPERATING COMPANY  LLC,312 MILLBURY AVENUE,MILLBURY,MA,015273622,5087930088,00-18
115863222449,WEST BROOKFIELD FAMILY PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,015853232,5088678977,12-70
620655209252,BERKSHIRE FAMILY AND INDIVIDUAL RESOURCES INC,771 CHURCH ST,NORTH ADAMS,MA,012474109,4136649382,12-70
126183896932,BERKSHIRE MEDICAL CENTER INC,725 NORTH ST,PITTSFIELD,MA,012014109,4134472000,00-09
940230126134,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,6035264635,12-70
163540663521,GENTIVA HEALTH SERVICES,279 DALTON AVENUE  SUITE B,PITTSFIELD,MA,012013500,4134433525,00-06
360352231479,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,4136644041,00-18
792979389224,SUNRISE HEALTHCARE LLC,37 MINUTEMAN WAY,SHREWSBURY,MA,015452229,6176509959,12-70
151548639105,UNIVERSITY OF MA MED CTR-ESRD,55 LAKE AVENUE NORTH,WORCESTER,MA,016550002,5088560011,00-09
743984219781,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVE N,WORCESTER,MA,016550002,5083340254,00-09
329807678782,NURSE ON CALL,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,5088451232,00-06
705236126605,CHELMSFORD FAMILY PRACTICE  PC,10 ADAMS ST,NORTH CHELMSFORD,MA,018631780,9782513159,12-70
370124309204,EMERSON HOSPITAL,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,018863198,9782873226,00-09
646879643570,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,018863513,9789376000,00-09
640461716815,PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE,40 PARKHURST ROAD,CHELMSFORD,MA,018241511,9782563151,00-18
340603303507,NEEDHAM FAMILY PRACTICE ASSOC. P.C.,87 CHESTNUT ST,NATICK,MA,017603644,7814445515,12-70
450883549713,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,017607700,5086507000,00-09
868587719970,PLEASANT BAY HEALTH AND WELLNESS CENTER LLC,64 WOODLANDS WAY,BREWSTER,MA,026312550,5082401110,12-70
322354384476,OUTER CAPE HEALTH SERVICES INC,710 MAIN STREET,HARWICH PORT,MA,026461931,5084321400,00-04
882836281113,IDEAL HEALTHCARE SOLUTIONS LLC,19 HENRY ST,SHARON,MA,020671714,7817840141,12-70
722735112344,ALLIANCE HEALTH AT MARINA BAY,2 SEAPORT DRIVE,QUINCY,MA,021711599,6177695100,00-18
268156146321,YARMOUTH MEDICAL CENTER LLC,23 WHITES PATH,W YARMOUTH,MA,026733200,5087602054,12-70
251502418729,DUFFY HEALTH CENTER,94 MAIN STREET,HYANNIS,MA,026013146,5087719599,00-04
135844153865,CEDAR STREET FAMILY CLINIC INC,340 MAIN ST,WORCESTER,MA,016081601,5087521331,12-70
