,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
35,55.0,Altoona,Alabama,84,"Etowah County",103057.0,0.9041792899201492,0.09582071007985082,0.8101536043160581,0.03714449285346944,0.15688405445530143,0.008199345992994168,0.006035494920286832,0.001,0.0,0.0,0.0,0.0,0.029081962249401645,0.029081962249401645,0.029081962249401645,0.06187309485314426,0.06187309485314426,0.06187309485314426,0.06187309485314426,0.10273343431936119,0.10273343431936119,0.11688816514615677,0.11688816514615677,0.07537603899306336,0.07537603899306336,0.07537603899306336,0.09,0.09,0.25,0.1,0.15,0.12,0.1,0.06,0.0,0.0,0.24,0.17,0.58,0.0
127,39.0,Andalusia,Alabama,951,"Covington County",37835.0,0.9028955692292485,0.09710443077075148,0.8405973305140743,0.016096207215541166,0.13180917140214088,0.004995374653098982,0.0068455134135060125,0.001,0.0,0.0,0.0,0.0,0.029136648750834014,0.029136648750834014,0.029136648750834014,0.061939719957001996,0.061939719957001996,0.061939719957001996,0.061939719957001996,0.10272316455383398,0.10272316455383398,0.1167781502829466,0.1167781502829466,0.07531275156300196,0.07531275156300196,0.07531275156300196,0.11,0.07,0.16,0.14,0.15,0.18,0.07,0.07,0.01,0.01,0.2,0.38,0.37,0.04
324,77.0,Anderson,Alabama,24,"Lauderdale County",92596.0,0.8978495884034394,0.10215041159656058,0.8675644736273705,0.025130675191152967,0.10363298630610393,0.008531686033953951,0.004525033478767981,0.001,0.0,0.0,0.0,0.0,0.02935160753401348,0.02935160753401348,0.02935160753401348,0.06220160636186149,0.06220160636186149,0.06220160636186149,0.06220160636186149,0.10268279670722752,0.10268279670722752,0.11634570972617475,0.11634570972617475,0.07506398470828957,0.07506398470828957,0.07506398470828957,0.13,0.03,0.06,0.18,0.26,0.08,0.11,0.11,0.0,0.0,0.0,0.11,0.88,0.0
58,15.0,Anniston,Alabama,2569,"Calhoun County",115620.0,0.9031940998898832,0.0968059001101168,0.7556651098425878,0.03614426569797613,0.2117799688635184,0.008856599204289915,0.005284552845528455,0.001,0.0,0.0,0.0,0.0,0.029123931344690976,0.029123931344690976,0.029123931344690976,0.061924226215715056,0.061924226215715056,0.061924226215715056,0.061924226215715056,0.10272555279911907,0.10272555279911907,0.11680373436056297,0.11680373436056297,0.07532746912457125,0.07532746912457125,0.07532746912457125,0.11,0.08,0.15,0.11,0.14,0.17,0.09,0.07,0.02,0.01,0.22,0.33,0.39,0.04
147,43.0,Arab,Alabama,2,"Cullman County",82005.0,0.9249611242225464,0.0750388757774536,0.9600999939028108,0.044143649777452595,0.015157612340710933,0.005353332113895494,0.00613377233095543,0.001,0.0,0.0,0.0,0.0,0.028196656108119524,0.028196656108119524,0.028196656108119524,0.06079451765284984,0.06079451765284984,0.06079451765284984,0.06079451765284984,0.10289968899378037,0.10289968899378037,0.11866916834587223,0.11866916834587223,0.07640058342417154,0.07640058342417154,0.07640058342417154,0.06,0.06,0.16,0.14,0.16,0.15,0.1,0.09,0.03,0.01,0.16,0.29,0.45,0.08
148,95.0,Arab,Alabama,760,"Marshall County",94725.0,0.9207941151858074,0.07920588481419255,0.9342412245975191,0.13017682765901292,0.028271311691739246,0.007780416996569016,0.010683557666930589,0.001,0.0,0.0,0.0,0.0,0.0283741706930846,0.0283741706930846,0.0283741706930846,0.06101078542185659,0.06101078542185659,0.06101078542185659,0.06101078542185659,0.10286635292148645,0.10286635292148645,0.11831205567142368,0.11831205567142368,0.07619514987866031,0.07619514987866031,0.07619514987866031,0.06,0.06,0.16,0.14,0.16,0.15,0.1,0.09,0.03,0.01,0.16,0.29,0.45,0.08
344,83.0,Ardmore,Alabama,131,"Limestone County",91663.0,0.9414592215617671,0.05854077843823291,0.8178545323631127,0.060580605042383516,0.13547450988948648,0.014978780969420595,0.007996683503703785,0.001,0.0,0.0,0.0,0.0,0.027493837161468724,0.027493837161468724,0.027493837161468724,0.05993826640094428,0.05993826640094428,0.05993826640094428,0.05993826640094428,0.10303167377249413,0.10303167377249413,0.12008305528784342,0.12008305528784342,0.07721393962299512,0.07721393962299512,0.07721393962299512,0.08,0.05,0.16,0.13,0.23,0.13,0.12,0.03,0.01,0.01,0.18,0.68,0.12,0.0
274,73.0,Argo,Alabama,4,"Jefferson County",660367.0,0.8844682891963216,0.11553171080367841,0.5375177742073726,0.03791830906147642,0.4305212101755539,0.01638179981737428,0.003331480828084989,0.001,0.0,0.0,0.0,0.0,0.0299216508802367,0.0299216508802367,0.0299216508802367,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.10257574631357057,0.10257574631357057,0.11519893238412475,0.11519893238412475,0.07440428665737867,0.07440428665737867,0.07440428665737867,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
275,115.0,Argo,Alabama,397,"St. Clair County",87074.0,0.9346123641026015,0.06538763589739849,0.8777476629074121,0.023416863816983255,0.09638927808530676,0.00841812711027402,0.003858786779061488,0.001,0.0,0.0,0.0,0.0,0.02778551328922918,0.02778551328922918,0.02778551328922918,0.060293618303074975,0.060293618303074975,0.060293618303074975,0.060293618303074975,0.10297689891282082,0.10297689891282082,0.11949627960359295,0.11949627960359295,0.07687638955025826,0.07687638955025826,0.07687638955025826,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
159,45.0,Ariton,Alabama,132,"Dale County",49565.0,0.9227855513700906,0.07721444862990945,0.7456673055583577,0.06306869766972663,0.2020579037627358,0.014183395541208513,0.008493896903056592,0.001,0.0,0.0,0.0,0.0,0.028289335511634144,0.028289335511634144,0.028289335511634144,0.0609074298838923,0.0609074298838923,0.0609074298838923,0.0609074298838923,0.10288228441096073,0.10288228441096073,0.11848272175241674,0.11848272175241674,0.07629332768254547,0.07629332768254547,0.07629332768254547,0.1,0.07,0.23,0.11,0.19,0.05,0.09,0.07,0.04,0.0,0.21,0.29,0.43,0.05
504,133.0,Arley,Alabama,27,"Winston County",23877.0,0.920285398984157,0.07971460101584305,0.9614691962976923,0.028898102776730744,0.011014784101855342,0.003015454202789295,0.00837626167441471,0.001,0.0,0.0,0.0,0.0,0.028395842003274913,0.028395842003274913,0.028395842003274913,0.061037187792722256,0.061037187792722256,0.061037187792722256,0.061037187792722256,0.10286228319187325,0.10286228319187325,0.11826845869294225,0.11826845869294225,0.07617007016991895,0.07617007016991895,0.07617007016991895,0.12,0.06,0.13,0.2,0.11,0.27,0.05,0.02,0.02,0.0,0.32,0.2,0.41,0.05
250,69.0,Ashford,Alabama,241,"Houston County",104173.0,0.8964526176320674,0.1035473823679326,0.6997494552331218,0.033818743820375724,0.26654699394276826,0.009234638533977135,0.005193284248317703,0.001,0.0,0.0,0.0,0.0,0.02941111848887393,0.02941111848887393,0.02941111848887393,0.0622741091448957,0.0622741091448957,0.0622741091448957,0.0622741091448957,0.10267162094105654,0.10267162094105654,0.11622598933106816,0.11622598933106816,0.07499511404926092,0.07499511404926092,0.07499511404926092,0.11,0.07,0.13,0.12,0.13,0.11,0.1,0.16,0.01,0.01,0.05,0.35,0.54,0.04
104,27.0,Ashland,Alabama,208,"Clay County",13555.0,0.9241170419819285,0.07588295801807154,0.8261158244190335,0.03386204352637403,0.14570269273330874,0.0027296200663961636,0.005975654739948358,0.001,0.0,0.0,0.0,0.0,0.02823261401156985,0.02823261401156985,0.02823261401156985,0.06083832552113791,0.06083832552113791,0.06083832552113791,0.06083832552113791,0.10289293633585543,0.10289293633585543,0.11859683049785126,0.11859683049785126,0.07635897016970908,0.07635897016970908,0.07635897016970908,0.15,0.09,0.18,0.11,0.17,0.13,0.06,0.06,0.0,0.0,0.17,0.49,0.31,0.02
433,115.0,Ashville,Alabama,216,"St. Clair County",87074.0,0.9346123641026015,0.06538763589739849,0.8777476629074121,0.023416863816983255,0.09638927808530676,0.00841812711027402,0.003858786779061488,0.001,0.0,0.0,0.0,0.0,0.02778551328922918,0.02778551328922918,0.02778551328922918,0.060293618303074975,0.060293618303074975,0.060293618303074975,0.060293618303074975,0.10297689891282082,0.10297689891282082,0.11949627960359295,0.11949627960359295,0.07687638955025826,0.07687638955025826,0.07687638955025826,0.12,0.11,0.1,0.14,0.15,0.21,0.08,0.02,0.01,0.02,0.06,0.66,0.26,0.0
345,83.0,Athens,Alabama,2421,"Limestone County",91663.0,0.9414592215617671,0.05854077843823291,0.8178545323631127,0.060580605042383516,0.13547450988948648,0.014978780969420595,0.007996683503703785,0.001,0.0,0.0,0.0,0.0,0.027493837161468724,0.027493837161468724,0.027493837161468724,0.05993826640094428,0.05993826640094428,0.05993826640094428,0.05993826640094428,0.10303167377249413,0.10303167377249413,0.12008305528784342,0.12008305528784342,0.07721393962299512,0.07721393962299512,0.07721393962299512,0.06,0.06,0.12,0.12,0.15,0.16,0.12,0.11,0.04,0.02,0.22,0.29,0.43,0.04
197,53.0,Atmore,Alabama,944,"Escambia County",37789.0,0.9600513398423037,0.03994866015769627,0.6195189076186192,0.020958479980946836,0.32459181243218926,0.002910899997353727,0.034586784514012016,0.001,0.0,0.0,0.0,0.0,0.026701812922717862,0.026701812922717862,0.026701812922717862,0.05897333546218443,0.05897333546218443,0.05897333546218443,0.05897333546218443,0.10318041071873843,0.10318041071873843,0.12167639982448542,0.12167639982448542,0.07813053105422559,0.07813053105422559,0.07813053105422559,0.17,0.11,0.19,0.11,0.11,0.12,0.06,0.07,0.01,0.01,0.39,0.3,0.27,0.02
203,55.0,Attalla,Alabama,560,"Etowah County",103057.0,0.9041792899201492,0.09582071007985082,0.8101536043160581,0.03714449285346944,0.15688405445530143,0.008199345992994168,0.006035494920286832,0.001,0.0,0.0,0.0,0.0,0.029081962249401645,0.029081962249401645,0.029081962249401645,0.06187309485314426,0.06187309485314426,0.06187309485314426,0.06187309485314426,0.10273343431936119,0.10273343431936119,0.11688816514615677,0.11688816514615677,0.07537603899306336,0.07537603899306336,0.07537603899306336,0.09,0.11,0.2,0.09,0.14,0.2,0.09,0.03,0.0,0.0,0.27,0.45,0.26,0.0
336,81.0,Auburn,Alabama,5212,"Lee County",156993.0,0.9207536905871055,0.07924630941289446,0.7068149535329601,0.03850490149242323,0.2380870484671291,0.03402062512341315,0.004407839839992866,0.001,0.0,0.0,0.0,0.0,0.028375892780989304,0.028375892780989304,0.028375892780989304,0.06101288345852922,0.06101288345852922,0.06101288345852922,0.06101288345852922,0.10286602952469684,0.10286602952469684,0.11830859128331493,0.11830859128331493,0.07619315694594431,0.07619315694594431,0.07619315694594431,0.18,0.08,0.12,0.08,0.12,0.11,0.1,0.1,0.04,0.03,0.02,0.12,0.73,0.11
0,1.0,Autaugaville,Alabama,105,"Autauga County",55347.0,0.9088530110326849,0.0911469889673151,0.77267060545287,0.028420691275046525,0.19159123349052343,0.011997036876434134,0.004824109707843243,0.001,0.0,0.0,0.0,0.0,0.028882861730007623,0.028882861730007623,0.028882861730007623,0.06163052872740365,0.06163052872740365,0.06163052872740365,0.06163052872740365,0.10277082408826146,0.10277082408826146,0.11728870304550108,0.11728870304550108,0.07560645344391137,0.07560645344391137,0.07560645344391137,0.14,0.1,0.13,0.12,0.17,0.11,0.11,0.06,0.02,0.0,0.23,0.31,0.41,0.04
251,69.0,Avon,Alabama,59,"Houston County",104173.0,0.8964526176320674,0.1035473823679326,0.6997494552331218,0.033818743820375724,0.26654699394276826,0.009234638533977135,0.005193284248317703,0.001,0.0,0.0,0.0,0.0,0.02941111848887393,0.02941111848887393,0.02941111848887393,0.0622741091448957,0.0622741091448957,0.0622741091448957,0.0622741091448957,0.10267162094105654,0.10267162094105654,0.11622598933106816,0.11622598933106816,0.07499511404926092,0.07499511404926092,0.07499511404926092,0.05,0.05,0.2,0.16,0.16,0.19,0.03,0.09,0.01,0.02,0.32,0.2,0.47,0.0
128,39.0,Babbie,Alabama,63,"Covington County",37835.0,0.9028955692292485,0.09710443077075148,0.8405973305140743,0.016096207215541166,0.13180917140214088,0.004995374653098982,0.0068455134135060125,0.001,0.0,0.0,0.0,0.0,0.029136648750834014,0.029136648750834014,0.029136648750834014,0.061939719957001996,0.061939719957001996,0.061939719957001996,0.061939719957001996,0.10272316455383398,0.10272316455383398,0.1167781502829466,0.1167781502829466,0.07531275156300196,0.07531275156300196,0.07531275156300196,0.02,0.05,0.19,0.09,0.17,0.23,0.09,0.08,0.04,0.0,0.08,0.6,0.12,0.19
149,43.0,Baileyton,Alabama,55,"Cullman County",82005.0,0.9249611242225464,0.0750388757774536,0.9600999939028108,0.044143649777452595,0.015157612340710933,0.005353332113895494,0.00613377233095543,0.001,0.0,0.0,0.0,0.0,0.028196656108119524,0.028196656108119524,0.028196656108119524,0.06079451765284984,0.06079451765284984,0.06079451765284984,0.06079451765284984,0.10289968899378037,0.10289968899378037,0.11866916834587223,0.11866916834587223,0.07640058342417154,0.07640058342417154,0.07640058342417154,0.09,0.07,0.19,0.16,0.15,0.17,0.04,0.05,0.0,0.03,0.49,0.18,0.28,0.03
20,5.0,Bakerhill,Alabama,22,"Barbour County",26489.0,1.0,0.0,0.5011514213447091,0.04424478085242931,0.47710370342406283,0.004454679300841859,0.0057759824832949525,0.001,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0569,0.0569,0.0569,0.0569,0.1035,0.1035,0.1251,0.1251,0.0801,0.0801,0.0801,0.06,0.1,0.12,0.12,0.16,0.16,0.11,0.06,0.04,0.02,0.3,0.28,0.41,0.0
424,109.0,Banks,Alabama,14,"Pike County",33046.0,0.8983964026001696,0.10160359739983038,0.582914724928887,0.022150941112388793,0.37015069902560066,0.022332506203473945,0.0069902560067784305,0.001,0.0,0.0,0.0,0.0,0.029328313249232775,0.029328313249232775,0.029328313249232775,0.062173226705051196,0.062173226705051196,0.062173226705051196,0.062173226705051196,0.10268717122080136,0.10268717122080136,0.11639257170283453,0.11639257170283453,0.07509094264818836,0.07509094264818836,0.07509094264818836,0.14,0.11,0.2,0.11,0.17,0.14,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,3.0,"Bay Minette",Alabama,1139,"Baldwin County",203709.0,0.9128681068926355,0.08713189310736447,0.8706635445660231,0.045496271642391846,0.09538606541684462,0.00936139296741921,0.007387989730448827,0.001,0.0,0.0,0.0,0.0,0.028711818646373725,0.028711818646373725,0.028711818646373725,0.061422145252272214,0.061422145252272214,0.061422145252272214,0.061422145252272214,0.10280294485514108,0.10280294485514108,0.11763279676069885,0.11763279676069885,0.07580439766980693,0.07580439766980693,0.07580439766980693,0.08,0.08,0.13,0.11,0.17,0.16,0.08,0.1,0.03,0.02,0.21,0.35,0.37,0.05
390,97.0,"Bayou La Batre",Alabama,246,"Mobile County",415395.0,0.8946345416944221,0.10536545830557786,0.5981367132488354,0.027713381239543085,0.35501630977744075,0.020700778776826877,0.009663091756039433,0.001,0.0,0.0,0.0,0.0,0.029488568523817617,0.029488568523817617,0.029488568523817617,0.06236846728605949,0.06236846728605949,0.06236846728605949,0.06236846728605949,0.10265707633355536,0.10265707633355536,0.11607018022321197,0.11607018022321197,0.074905482905535,0.074905482905535,0.074905482905535,0.07,0.06,0.14,0.14,0.15,0.19,0.1,0.05,0.04,0.01,0.33,0.37,0.23,0.05
377,93.0,"Bear Creek",Alabama,80,"Marion County",30168.0,0.9303373668432388,0.06966263315676124,0.9369199151418722,0.02519225669583665,0.043390347387960757,0.0029501458499071862,0.0037456907981967646,0.001,0.0,0.0,0.0,0.0,0.02796762817247803,0.02796762817247803,0.02796762817247803,0.06051549066083591,0.06051549066083591,0.06051549066083591,0.06051549066083591,0.10294269893474592,0.10294269893474592,0.11912991233846555,0.11912991233846555,0.07666563218537167,0.07666563218537167,0.07666563218537167,0.13,0.08,0.16,0.18,0.09,0.17,0.08,0.05,0.0,0.01,0.22,0.28,0.47,0.01
401,99.0,Beatrice,Alabama,19,"Monroe County",21673.0,0.8870086380003743,0.11299136199962567,0.5564527292022332,0.012134914409634106,0.40944954551746415,0.004429474461311309,0.013242283024961934,0.001,0.0,0.0,0.0,0.0,0.029813432021184055,0.029813432021184055,0.029813432021184055,0.06276425168778058,0.06276425168778058,0.06276425168778058,0.06276425168778058,0.10259606910400298,0.10259606910400298,0.11541664027663207,0.11541664027663207,0.07452952585341846,0.07452952585341846,0.07452952585341846,0.23,0.13,0.17,0.06,0.1,0.14,0.1,0.02,0.0,0.0,0.18,0.31,0.42,0.08
318,75.0,Beaverton,Alabama,14,"Lamar County",13886.0,0.9171956547449674,0.08280434525503255,0.8717413221950165,0.014258965864899898,0.11032694800518508,0.0008641797493878727,0.0019444044361227135,0.001,0.0,0.0,0.0,0.0,0.028527465107864386,0.028527465107864386,0.028527465107864386,0.061197545518736185,0.061197545518736185,0.061197545518736185,0.061197545518736185,0.10283756523795974,0.10283756523795974,0.1180036676116437,0.1180036676116437,0.0760177457789269,0.0760177457789269,0.0760177457789269,0.07,0.13,0.17,0.18,0.13,0.08,0.14,0.1,0.0,0.0,0.0,1.0,0.0,0.0
214,57.0,Belk,Alabama,19,"Fayette County",16759.0,0.925810764462439,0.07418923553756096,0.8603138612089026,0.016051077033235873,0.12112894564114804,0.002565785548063727,0.004475207351273942,0.001,0.0,0.0,0.0,0.0,0.0281604614339001,0.0281604614339001,0.0281604614339001,0.060750421324399416,0.060750421324399416,0.060750421324399416,0.060750421324399416,0.1029064861156995,0.1029064861156995,0.11874198251443101,0.11874198251443101,0.07644247068799824,0.07644247068799824,0.07644247068799824,0.1,0.17,0.17,0.22,0.06,0.17,0.03,0.05,0.0,0.0,0.75,0.09,0.15,0.0
355,85.0,Benton,Alabama,2,"Lowndes County",10458.0,0.8884864856250398,0.11151351437496015,0.26152227959456875,0.013482501434308663,0.7239433926180914,0.0030598584815452285,0.002868617326448652,0.001,0.0,0.0,0.0,0.0,0.029750475712373305,0.029750475712373305,0.029750475712373305,0.06268755139606043,0.06268755139606043,0.06268755139606043,0.06268755139606043,0.10260789188500032,0.10260789188500032,0.11554329181806591,0.11554329181806591,0.07460238374131446,0.07460238374131446,0.07460238374131446,0.0,0.0,0.0,0.0,0.0,0.66,0.06,0.2,0.0,0.06,,,,
215,57.0,Berry,Alabama,103,"Fayette County",16759.0,0.925810764462439,0.07418923553756096,0.8603138612089026,0.016051077033235873,0.12112894564114804,0.002565785548063727,0.004475207351273942,0.001,0.0,0.0,0.0,0.0,0.0281604614339001,0.0281604614339001,0.0281604614339001,0.060750421324399416,0.060750421324399416,0.060750421324399416,0.060750421324399416,0.1029064861156995,0.1029064861156995,0.11874198251443101,0.11874198251443101,0.07644247068799824,0.07644247068799824,0.07644247068799824,0.19,0.04,0.15,0.13,0.17,0.11,0.11,0.04,0.01,0.0,0.14,0.38,0.46,0.0
276,73.0,Bessemer,Alabama,2138,"Jefferson County",660367.0,0.8844682891963216,0.11553171080367841,0.5375177742073726,0.03791830906147642,0.4305212101755539,0.01638179981737428,0.003331480828084989,0.001,0.0,0.0,0.0,0.0,0.0299216508802367,0.0299216508802367,0.0299216508802367,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.10257574631357057,0.10257574631357057,0.11519893238412475,0.11519893238412475,0.07440428665737867,0.07440428665737867,0.07440428665737867,0.16,0.09,0.16,0.13,0.14,0.14,0.07,0.06,0.01,0.0,0.25,0.31,0.36,0.06
1,1.0,Billingsley,Alabama,17,"Autauga County",55347.0,0.9088530110326849,0.0911469889673151,0.77267060545287,0.028420691275046525,0.19159123349052343,0.011997036876434134,0.004824109707843243,0.001,0.0,0.0,0.0,0.0,0.028882861730007623,0.028882861730007623,0.028882861730007623,0.06163052872740365,0.06163052872740365,0.06163052872740365,0.06163052872740365,0.10277082408826146,0.10277082408826146,0.11728870304550108,0.11728870304550108,0.07560645344391137,0.07560645344391137,0.07560645344391137,0.1,0.01,0.05,0.11,0.21,0.19,0.1,0.16,0.01,0.01,0.23,0.27,0.46,0.02
277,73.0,Birmingham,Alabama,16855,"Jefferson County",660367.0,0.8844682891963216,0.11553171080367841,0.5375177742073726,0.03791830906147642,0.4305212101755539,0.01638179981737428,0.003331480828084989,0.001,0.0,0.0,0.0,0.0,0.0299216508802367,0.0299216508802367,0.0299216508802367,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.06289609579071091,0.10257574631357057,0.10257574631357057,0.11519893238412475,0.11519893238412475,0.07440428665737867,0.07440428665737867,0.07440428665737867,0.12,0.07,0.13,0.11,0.14,0.16,0.08,0.08,0.03,0.03,0.15,0.28,0.46,0.09
278,117.0,Birmingham,Alabama,147,"Shelby County",208713.0,0.9106972672513806,0.08930273274861944,0.8356834504798455,0.058098920527231174,0.12487482811324642,0.021680489475978976,0.0037276068093506395,0.001,0.0,0.0,0.0,0.0,0.02880429641509119,0.02880429641509119,0.02880429641509119,0.06153481182965335,0.06153481182965335,0.06153481182965335,0.06153481182965335,0.10278557813801104,0.10278557813801104,0.1174467558034433,0.1174467558034433,0.07569737527549307,0.07569737527549307,0.07569737527549307,0.12,0.07,0.13,0.11,0.14,0.16,0.08,0.08,0.03,0.03,0.15,0.28,0.46,0.09
